date_time,Hospitals,Offices,Restaurants,Schools,Shops,SFH,MFH
 02/12  15:00:00,0.00028476,0.00063434,0.00029606,0.00050255,0.0001402,0,0.00017967
 02/12  16:00:00,0.0002872,0.00063978,0.0002986,0.00044216,0.0001414,0,0
 02/12  17:00:00,0.0002151,0.00047915,0.00022363,0.00037961,0.0001059,0,0
 02/12  18:00:00,0.00021754,0.0004846,0.00022617,0.00038392,0.0001071,0,0.00029725
 02/12  19:00:00,0.00021754,5.20E-18,0.00022617,0.00038392,0.0001071,0,0.00029725
 02/12  20:00:00,0.00022243,0.00049549,0.00023125,3.47E-18,0.00010951,0,0.00030393
 02/12  21:00:00,0.00022121,0,0.00022998,0,0.00010891,0,0.00030226
 02/12  22:00:00,0.00029331,0.00049004,0.00030495,0,1.81E-05,0,0.00030059
 02/12  23:00:00,0.00030676,0.00068334,0.00031893,0.00054137,0.00015103,0,0.00041915
 02/12  24:00:00,0.0002982,0.00066428,0.00031003,0.00052628,0.00014682,0,0.00040746
 02/13  01:00:00,0.0002738,0.000575,0.00033745,0.00039593,0.00017536,-4.34E-19,0.00042556
 02/13  02:00:00,0.00027033,0.00056772,0.00033318,0.00039092,0.00017314,0,0.00042017
 02/13  03:00:00,0.00026802,0.00056287,0.00033033,0.00038758,0.00017166,0,0.00041658
 02/13  04:00:00,0.00026571,0.00055802,0.00032748,0.00038423,0.00017018,0,0.00041299
 02/13  05:00:00,0.00026687,0.00056044,0.0003289,0.0003859,0.00017092,0.00044626,0.00041478
 02/13  06:00:00,0.00026225,0.00036392,0.00021357,0.00027899,0.00013318,0,0.0004076
 02/13  07:00:00,0.00026109,0.00040274,0,0.00027732,0.00012282,0.00027464,0.00040581
 02/13  08:00:00,0.00019062,0.00040032,0.00023493,0.00027565,0.00012208,0.00027282,0.00029627
 02/13  09:00:00,0.00018022,0.00037848,0.00022212,0.00026061,0.00011542,0,0.00028011
 02/13  10:00:00,0.00016636,0.00034937,0.00020503,0.00024056,0.00010654,0,0.00025857
 02/13  11:00:00,0.00015019,0.0003154,0.0001851,0.00021718,9.62E-05,0,0.00023343
 02/13  12:00:00,0.00013401,0.00028143,0.00016516,0.00019379,8.58E-05,0,0.00020829
 02/13  13:00:00,0.00012246,0.00025717,0.00015093,0.00017708,7.84E-05,0.00017527,0.00019033
 02/13  14:00:00,0.00018369,0.00024019,0.00014096,0.00016539,7.33E-05,0.00016369,0.0002855
 02/13  15:00:00,0.00017907,0.00023048,0.00013526,0.00015871,7.03E-05,0,0.00027832
 02/13  16:00:00,0.0001086,0.00022806,0.00013384,0.00015703,6.96E-05,0,0.00016879
 02/13  17:00:00,0.00011437,0.00024019,0.00014096,0.00016539,7.33E-05,0,0.00017776
 02/13  18:00:00,0.00012361,0.0002596,0,0.00017875,7.92E-05,0.00017692,0.00019213
 02/13  19:00:00,0.0001317,0,0.00016232,0.00019045,8.43E-05,0.00018849,0.0002047
 02/13  20:00:00,0.00013979,0.00029356,0.00017228,0.00020214,8.95E-05,0.00020007,0.00021727
 02/13  21:00:00,0.00014788,0,0.00018225,-1.73E-18,0,0.00021164,0.00022984
 02/13  22:00:00,0.00022528,0.0004731,0.00027765,0.00050117,0.00014428,0.00022322,0.00035014
 02/13  23:00:00,0.00023337,0.00049008,0.00028761,0.00023722,0.00014946,0,0.00036271
 02/13  24:00:00,0.00024145,0.00050707,0.00029758,0.00034915,0.00015464,0,0.00037528
 02/14  01:00:00,0.00024791,0.00065517,0.00031507,0.00045387,0.00012516,-4.34E-19,0.00038633
 02/14  02:00:00,0.0002625,0.0006937,0.00033361,0.00048057,0.00013252,0,0.00040905
 02/14  03:00:00,0.00027708,0.00073224,0.00035214,0.00050726,0.00013988,0,0.00043178
 02/14  04:00:00,0.00028605,0.00075596,0.00036355,0.00052369,0.00014442,0.00024411,0.00044576
 02/14  05:00:00,0.00029391,0.00077671,0.00037353,0.00053807,0.00014838,0,0.000458
 02/14  06:00:00,0.00030064,0.0007945,0.00038208,0.00055039,0.00015178,0,0.00046849
 02/14  07:00:00,0.00023894,0.00063145,0.00030367,0.00043744,0.00012063,0.00024876,0.00037316
 02/14  08:00:00,0.00024006,0.00063441,0.00030509,0.00043949,0.0001212,0.00021837,0.00037409
 02/14  09:00:00,0.00023782,0.00062848,0.00030224,0.00043538,0.00012006,0,0.0003706
 02/14  10:00:00,0.00022997,0.00060773,0.00029226,0.00042101,0.0001161,0,0.00035836
 02/14  11:00:00,0.00022548,0.00059587,0.00028656,0.00041279,0.00011383,0,0.00035137
 02/14  12:00:00,0.00022884,0.00060477,0.00029084,0.00041895,0.00011553,0,0.00035661
 02/14  13:00:00,0.00029615,0.00060477,0.00037638,0.00054218,0.00014951,0.00020817,0.00046068
 02/14  14:00:00,0.00029615,0.00078264,0.00037638,0.00054218,0.00014951,0.00020817,0.0004615
 02/14  15:00:00,0.00030064,0.0007945,0.00038208,0.00055039,0.00015178,0,0.00046849
 02/14  16:00:00,0.00029503,0.00077968,0.00037495,0.00054012,0.00014895,0,0.00045975
 02/14  17:00:00,0.00022884,0.00060477,0.00029084,0.00041895,0.00011553,0,0.00035661
 02/14  18:00:00,0.00023333,0.00061663,0.00029654,0.00042717,0.0001178,0.00021225,0.0003636
 02/14  19:00:00,0.00023894,1.73E-18,0.00030367,0.00043744,0.00012063,0.00021735,0.00037234
 02/14  20:00:00,0.00024567,0,0.00031222,0.00044976,0.00012403,0.00022348,0.00038283
 02/14  21:00:00,0.00025128,0,0.00031935,0.00046003,0.00012686,0.00022858,0.00039157
 02/14  22:00:00,0.00025689,0,0.00032648,0.0004703,0.00012969,0.00023368,0.00040031
 02/14  23:00:00,0.0003298,0.0006937,0.00041915,0.00060379,0.0001665,0,0.00051394
 02/14  24:00:00,0.00033541,0.0008864,0.00042628,0.00061406,0.00016933,0,0.00052268
 02/15  01:00:00,0.00033413,0.00079762,0.00042174,0.00068199,0.00018093,0,0.00043516
 02/15  02:00:00,0.00033413,0.00079762,0.00042174,0.00068199,0.00018093,0,0.00054486
 02/15  03:00:00,0.00033413,0.00079762,0.00042174,0.00068199,0.00018093,0,0.00054486
 02/15  04:00:00,0.00033413,0.00079762,0.00042174,0.00068199,0.00018093,0.0003445,0.00054486
 02/15  05:00:00,0.00033413,0.00079762,0.00042174,0.00068199,0.00018093,0,0.00054486
 02/15  06:00:00,0.00033525,0.0008003,0.00042316,0.00068428,0.00018154,0,0.00043699
 02/15  07:00:00,0.00026797,0.0006397,0.00033824,0.00054697,0.00014511,0.00030495,0.00043699
 02/15  08:00:00,0.00026909,0.00064238,0.00033966,0.00054926,0.00014572,0.00030622,0.00043882
 02/15  09:00:00,0.0002534,0.00060491,0.00031985,0.00051722,0.00013722,0,0.00041322
 02/15  10:00:00,0.00023209,0.00055405,0.00029296,0.00047373,0.00012568,0,0.00037848
 02/15  11:00:00,0.00020967,0.00050052,0.00026465,0.00042796,0.00011354,0,0.00034191
 02/15  12:00:00,0.00025788,0.00045502,0.00032551,0.00052637,0.00012143,0,0.00031083
 02/15  13:00:00,0.00024443,0.0005032,0.00030852,0.00049891,0.00013236,0.0002016,0.00028889
 02/15  14:00:00,0.00023546,0.00056208,0.0002972,0.0004806,0.0001275,0.00019139,0.00027426
 02/15  15:00:00,0.00023097,0.00055138,0.00029154,0.00047145,0.00012507,0,0.00071308
 02/15  16:00:00,0.00023209,0.00055405,0.00029296,0.00047373,0.00012568,0,0
 02/15  17:00:00,0.00017491,0.00041755,0.00022078,0.00035702,9.47E-05,0,0
 02/15  18:00:00,0.00019061,0.00045502,0.00024059,0.00038906,0.00010322,0.00021691,0.00031083
 02/15  19:00:00,0.00019621,0,0.00024767,0.0004005,0.00010625,0.00022329,0.00031997
 02/15  20:00:00,0.00020182,0,0.00025475,0.00041194,0.00010929,0.00022967,0.00032911
 02/15  21:00:00,0.00020631,0.00049249,0.00026041,0.0004211,0.00011172,0.00023477,0.00033643
 02/15  22:00:00,0.00021191,0,0.00026748,0.00043254,8.67E-19,0.00024115,0.00034557
 02/15  23:00:00,0.00021752,0.00051926,0.00027456,0.00044398,0.00011779,0,0.00035471
 02/15  24:00:00,0.00028928,0.00069056,0.00036513,0.00059045,0.00015665,0,0.00036202
 02/16  01:00:00,0.00019464,0.00043814,0.00022923,0.00047672,0.00014665,-4.34E-19,0.00031588
 02/16  02:00:00,0.000254,0.00044033,0.00023038,0.00047911,0.00014738,0,0.00031746
 02/16  03:00:00,0.00025595,0.00044472,0.00023267,0.00062689,0.00019284,0,0.00032062
 02/16  04:00:00,0.00025692,0.00057835,0.00030258,0.00062928,0.00019357,0,0.0003222
 02/16  05:00:00,0.00025692,0.00057835,0.00030258,0.00062928,0.00019357,0,0.0003222
 02/16  06:00:00,0.0002579,0.00065722,0.00039581,0.00063166,0.00019431,0,0.00032378
 02/16  07:00:00,0.00019951,0.0004491,0.00023496,0.00048864,0.00015031,0.00033618,0.0003745
 02/16  08:00:00,0.00019951,0.0004491,0.00023496,0.00048864,0.00015031,0.00033618,0.00032378
 02/16  09:00:00,0.00018588,0.00041843,0.00021891,0.00045527,0.00014005,0,0.00030167
 02/16  10:00:00,0.00016836,0.00037899,0.00019828,0.00041237,0.00012685,0,0.00027324
 02/16  11:00:00,0.00014793,0.00033299,0.00017421,0.00036231,0.00011145,0,0.00024007
 02/16  12:00:00,0.00018977,0.00029575,0.00015473,0.00046481,0.00014298,0,0.00021322
 02/16  13:00:00,0.0001781,0.00026946,0.00019217,0.0004362,0.00013418,0.00020171,0.00019427
 02/16  14:00:00,0.00017031,0.00038338,0.00020058,0.00041713,0.00012832,0.00018859,0.00018163
 02/16  15:00:00,0.00016642,0.00037461,0.00019599,0.0004076,0.00012538,0,-8.67E-19
 02/16  16:00:00,0.00016642,0.00037461,0.00019599,0.0004076,0.00012538,0.00044277,0.00089694
 02/16  17:00:00,0.00017323,0.0002585,0.00013525,0.00042429,0.00013052,0,0
 02/16  18:00:00,0.00012749,0.00028698,0.00015015,0.00031225,9.61E-05,0.00021483,0.0002069
 02/16  19:00:00,0.00013041,0,0.00015358,0,9.83E-05,0.00021975,0.00021164
 02/16  20:00:00,0.0001343,0,0.00015817,0,0.00010119,0.00022631,0.00021796
 02/16  21:00:00,0.00013819,0,0.00016275,0,2.60E-18,0.00023287,0.00022428
 02/16  22:00:00,0.00014209,0.00031984,0.00016734,0,0,0.00023942,0.0002306
 02/16  23:00:00,0.00014598,0.00032861,0.00017192,0.00035754,0.00010999,0,0
 02/16  24:00:00,0.00020729,0.00033518,0.00017536,0.00036469,0.00015618,0,0.00024165
 02/17  01:00:00,0.00016211,0.00024155,0.00025206,0.00013361,0.00011915,4.34E-19,0.00024361
 02/17  02:00:00,0.00022819,0.00024771,0.00025848,0.00018807,0.00016772,0,0.00024982
 02/17  03:00:00,0.00023232,0.00025386,0.0002649,0.00019148,0.00017076,0,0.00025602
 02/17  04:00:00,0.00023438,0.00034925,0.00036444,0.00019318,0.00017228,0.00048195,0.00035223
 02/17  05:00:00,0.00023541,0.00025847,0.00026972,0.00019403,0.00017304,0,0.00026068
 02/17  06:00:00,0.00023645,0.00041541,0.00070811,0.00019488,0.0001738,0,0.00035533
 02/17  07:00:00,0.00023851,0.00026309,0,0.00019658,0.00017531,0.00030792,0.00031467
 02/17  08:00:00,0.00017553,0.00026155,0,0.00014467,0.00012902,0.00030449,0.00026378
 02/17  09:00:00,0.00016004,0.00023847,0.00024884,0.00013191,0.00011764,0,0.00024051
 02/17  10:00:00,0.00013836,-4.34E-19,0.00021513,0.00011404,0.0001017,0,0.00020792
 02/17  11:00:00,0.0001239,0,0.00019265,0.00010212,9.11E-05,0,0.0001862
 02/17  12:00:00,0.00017243,0,0.00017178,0.0001159,8.12E-05,0,0.00016603
 02/17  13:00:00,0.00016314,0,0.00017167,0.00013446,0.00011991,0.00017553,0.00015206
 02/17  14:00:00,0.00014765,0,0.00013325,0.00012169,0.00010853,0.00014866,0.00012879
 02/17  15:00:00,0.00014249,0,0,0.00011744,0.00010473,0,0.00069547
 02/17  16:00:00,0.00014042,0,0,0.00011574,0.00010322,0,0
 02/17  17:00:00,0.00014662,0,0,0.00012084,0.00010777,0,0
 02/17  18:00:00,9.81E-05,0,0,8.08E-05,7.21E-05,0.00017015,0.00014741
 02/17  19:00:00,0.00010841,0.00016155,0.00016857,8.94E-05,7.97E-05,0.00018806,0.00016292
 02/17  20:00:00,0.00011771,0,0.00018302,9.70E-05,8.65E-05,0.00020418,0.00017689
 02/17  21:00:00,0.00012803,0,0.00019908,0.00010553,0,0.0002221,0.00019241
 02/17  22:00:00,0.00013836,0,0.00021513,0.00011404,0,0.00024001,0.00020792
 02/17  23:00:00,0.00014765,0.00022001,0.00022958,0.00012169,0.00010853,0,0
 02/17  24:00:00,0.00015798,0.0002354,0.00024563,0.00015642,0.00011612,0,0.0002374
 02/18  01:00:00,0.00022727,0,0.00031266,0.00022521,0.00014222,-8.67E-19,0
 02/18  02:00:00,0.00023945,0,0.00044992,0.00023728,0.00017864,0,0
 02/18  03:00:00,0.00025162,0,0.0004728,0.00024934,0.00021507,0,0
 02/18  04:00:00,0.00025771,0,0.00048424,0.00025537,0.00022027,0.00034614,0
 02/18  05:00:00,0.00026481,0,0.00049758,0.00026241,0.00022634,0,0
 02/18  06:00:00,0.00026988,0,0,0.00026744,0.00017864,0,0
 02/18  07:00:00,0.00021307,0,0,0.00021114,0,0.00026922,0
 02/18  08:00:00,0.00021408,0,0,0.00021214,0,0.0002705,0
 02/18  09:00:00,0.00020292,0,0,0.00020108,0,0,0
 02/18  10:00:00,0.0001877,0,0,0.000186,0,0,0
 02/18  11:00:00,0.00017147,0,0,0.00016991,4.34E-19,0,0
 02/18  12:00:00,0.00015828,0,0,0.00015684,0,0,0
 02/18  13:00:00,0.00014915,0,0,0.0001478,0,0.00018845,0
 02/18  14:00:00,0.00020191,0,0,0.00020008,0,0.0001782,0
 02/18  15:00:00,0.00019683,0,0,0.00019505,0,0,0
 02/18  16:00:00,0.00019785,0,0,0.00019606,0,0,0
 02/18  17:00:00,0.00014509,0,0,0.00014377,0,0,0
 02/18  18:00:00,0.00015828,0,0,0.00015684,0,0.00019999,0
 02/18  19:00:00,0.00016234,0,0,0.00016087,0,0.00020512,0
 02/18  20:00:00,0.00016538,0,0,0.00016388,0,0.00020897,0
 02/18  21:00:00,0.00016944,0,0,0.0001679,0,0.00021409,0
 02/18  22:00:00,0.00023336,0,0.00032409,0.00023124,0,0.00021794,0
 02/18  23:00:00,0.00023742,0,0.00033172,0.00023527,0,0,0
 02/18  24:00:00,0.00024046,0,0.00033744,0.00023828,0.0001535,0,0
 02/19  01:00:00,0.00028789,0.00057004,0.00030708,0.00048836,0.00017576,4.34E-19,0.00037383
 02/19  02:00:00,0.00028544,0.00056518,0.00030447,0.0004842,0.00017427,0,0.00037065
 02/19  03:00:00,0.00028299,0.00056033,0.00030185,0.00048004,0.00017277,0,0.00036747
 02/19  04:00:00,0.00028054,0.00055548,0.00029924,0.00047589,0.00017128,0,0.00036428
 02/19  05:00:00,0.00027809,0.00055063,0.00029662,0.00047173,0.00016978,0.00029444,0.0003611
 02/19  06:00:00,0.00027687,0.0005482,0.00047042,0.00046965,0.00016903,0,0.00035951
 02/19  07:00:00,0.00020091,0.00039781,0.0002143,0.00034081,0.00012266,0.00017884,0.00032506
 02/19  08:00:00,0.00020214,0.00040024,0.00021561,0.00034289,0.00012341,0.00017993,0.00026248
 02/19  09:00:00,0.00020459,0.00040509,0.00021822,0.00034704,0.0001249,0,0.00026566
 02/19  10:00:00,0.00019356,0.00038326,0.00020646,0.00032834,0.00011817,0,0.00025134
 02/19  11:00:00,0.00018866,0.00037356,0.00020123,0.00032003,0.00011518,0,0.00024498
 02/19  12:00:00,0.00018499,0.00036628,0.00019731,0.00031379,0.00011294,0,0.0002402
 02/19  13:00:00,0.00018499,0.00036628,0.00019731,0.00031379,0.00011294,0.00016467,0.0002402
 02/19  14:00:00,0.00023031,0.00038326,0.00016726,0.00032834,0.00014061,0.00013958,0.00020362
 02/19  15:00:00,0.00021316,0.00042207,0.00014897,0.00036159,0.00013014,0,0.0003176
 02/19  16:00:00,0.00020459,0.00040509,0.00013982,0.00034704,0.0001249,0,0
 02/19  17:00:00,0.00020214,0.00040024,0.00013721,0.00034289,0.00012341,0,0
 02/19  18:00:00,0.00013598,0.00026925,0,0.00023067,8.30E-05,0.00012105,0.00017657
 02/19  19:00:00,0.00013843,0.0002741,0.00014766,0.00023483,8.45E-05,0.00012323,0.00017976
 02/19  20:00:00,0.00013966,3.47E-18,0.00014897,-5.20E-18,8.53E-05,0.00012432,0.00018135
 02/19  21:00:00,0.00014088,0,0.00015027,0,8.67E-19,0.00012541,0.00018294
 02/19  22:00:00,0.00021561,0,0.00015158,0,-6.51E-19,0.0001265,0.00018453
 02/19  23:00:00,0.00014456,0.00028623,0.00015419,0.00024522,8.83E-05,0,0
 02/19  24:00:00,0.00021929,0.0004342,0.0001555,0.00037198,0.00013388,0,0.0001893
 02/20  01:00:00,0.00019883,0.000368,0.0002616,0.00025407,9.79E-05,2.17E-19,0
 02/20  02:00:00,0.00020317,0.00037604,0.00026732,0.00025963,0.00010107,0,0
 02/20  03:00:00,0.00020861,0.00038609,0.00027447,0.00026657,0.0001528,0,0
 02/20  04:00:00,0.00021078,0.00039012,0.00027733,0.00026935,0.0001544,0,0
 02/20  05:00:00,0.00021404,0.00039615,0.00028161,0.00027351,0.00015678,0.00028004,0
 02/20  06:00:00,0.00021947,0.0004062,0.00028876,0.00028045,0.00040589,0,0
 02/20  07:00:00,0.00021839,0.00028354,0.00024445,0.00019576,0.00011222,0.00014624,0
 02/20  08:00:00,0.00015211,0.00028153,0.00020013,0.00019437,0.00011142,0.00014521,0
 02/20  09:00:00,0.00013907,0.0002574,0.00018298,0.00019865,0.00010187,0,0
 02/20  10:00:00,0.00013038,0.00027477,0.00017154,0.00016661,9.55E-05,0,0
 02/20  11:00:00,0.00012712,0.00023528,0.00016725,0.00016244,9.31E-05,0,0
 02/20  12:00:00,0.00012929,0.0002393,0.00017011,0.00016522,9.47E-05,0,0
 02/20  13:00:00,0.0001206,0.00022321,0.00015868,0.00015411,8.83E-05,0.00011513,0
 02/20  14:00:00,0.00017927,0.0003318,0.00023587,0.00022908,8.36E-05,0.00010891,0
 02/20  15:00:00,0.00016949,0.0003137,0.000223,0.00021659,7.64E-05,0,0
 02/20  16:00:00,0.00016406,0.00027018,0.00021586,0.00014706,7.24E-05,0,0
 02/20  17:00:00,0.00010213,0.00018903,0.00013437,0.00013051,7.48E-05,0,0
 02/20  18:00:00,0.00010865,0.00020109,-8.67E-19,0.00013884,7.96E-05,0.00010372,0
 02/20  19:00:00,0.00011191,0,0.00014724,-1.73E-18,8.20E-05,0.00010683,0
 02/20  20:00:00,0.00011408,0,0.0001501,0,8.36E-05,0.00010891,0
 02/20  21:00:00,0.00011625,0.00021517,0.00015296,0.00014856,8.52E-05,0.00011098,0
 02/20  22:00:00,0.00011843,0.00021919,0.00015582,0,8.67E-05,0.00011305,0
 02/20  23:00:00,0.00018579,0.00034387,0.00024445,0.00023741,8.83E-05,0,0
 02/20  24:00:00,0.00018796,0.00034789,0.00024731,0.00024019,8.99E-05,0,0
 02/21  01:00:00,0.00015774,0.00021956,0.00021633,9.49E-05,0.00012431,4.34E-19,0
 02/21  02:00:00,0.00015955,0.00022208,0.00021882,0.00014653,0.00019192,0,0
 02/21  03:00:00,0.00015774,0.00021956,0.00021633,0.00014486,0.00018974,0,0.00045567
 02/21  04:00:00,0.00015865,0.00022082,0.00021758,0.0001457,0.00019083,0,0.00033226
 02/21  05:00:00,0.00015865,0.00022082,0.00021758,0.0001457,0.00019083,0.00034799,0.00033226
 02/21  06:00:00,0.00015774,0.00021956,0.00021633,0.00027123,0.00045798,0,0.00021644
 02/21  07:00:00,0.00010335,0.00014385,0.00014174,9.49E-05,0.00012431,0.00014693,0.00021644
 02/21  08:00:00,0.00010244,0.00014259,0.00014049,0.00011164,0.00012322,0.00014564,0.00021454
 02/21  09:00:00,9.43E-05,0.00013123,0.0001293,0.00011895,0.00011341,0,0
 02/21  10:00:00,8.43E-05,0.00015472,0.00011563,8.10E-05,0.00010141,0,0
 02/21  11:00:00,7.34E-05,0.00014792,0.00010071,6.74E-05,8.83E-05,0,0
 02/21  12:00:00,6.44E-05,8.96E-05,8.83E-05,5.91E-05,7.74E-05,0,0
 02/21  13:00:00,5.71E-05,7.95E-05,7.83E-05,5.25E-05,6.87E-05,8.12E-05,0.00011961
 02/21  14:00:00,0.00010697,7.32E-05,0.00014671,4.83E-05,6.32E-05,7.48E-05,0.00011012
 02/21  15:00:00,0.00010516,7.07E-05,0.00010692,4.66E-05,6.11E-05,0,0
 02/21  16:00:00,5.08E-05,7.07E-05,6.96E-05,4.66E-05,6.11E-05,0,0
 02/21  17:00:00,0.00010879,7.57E-05,0.0001492,5.00E-05,6.54E-05,0,0
 02/21  18:00:00,6.07E-05,8.45E-05,1.30E-18,5.58E-05,7.31E-05,8.64E-05,0.00012721
 02/21  19:00:00,6.62E-05,3.90E-18,9.08E-05,0,7.96E-05,9.41E-05,0.0001386
 02/21  20:00:00,7.52E-05,0,0.00010319,6.91E-05,9.05E-05,0.00010698,0.00015759
 02/21  21:00:00,7.52E-05,0.00010473,0.00010319,0,0,0.00010698,0.00015759
 02/21  22:00:00,0.00013236,0.0001819,0.00018152,7.16E-05,9.38E-05,0.00011084,0.00016328
 02/21  23:00:00,0.00013598,0.00011356,0.0001865,7.49E-05,9.81E-05,0,0
 02/21  24:00:00,0.00014052,0.00019558,0.00019271,7.91E-05,0.00010359,0,0
 02/22  01:00:00,0.00014905,0,9.87E-05,0.00014008,0.00020122,4.34E-19,0
 02/22  02:00:00,0.00015371,0,0.00016282,0.00014445,0.00020751,0,0
 02/22  03:00:00,0.0001593,0,0.00016874,0.00014971,0.00021505,0,0
 02/22  04:00:00,0.00016116,0,0.00017071,0.00015146,0.00021757,0,0
 02/22  05:00:00,0.00016395,0,0.00017367,0.00015408,0.00022134,0.00038539,0
 02/22  06:00:00,0.00016488,0,0.00031668,0.00015496,0.0002226,0,0
 02/22  07:00:00,0.00011085,0,0.00011743,0.00010418,0.00014966,0.00016986,0
 02/22  08:00:00,0.00010992,0,0,0.00012174,0.0001484,0.00016843,0
 02/22  09:00:00,9.60E-05,0,0.00010164,9.26E-05,0.00012954,0,0
 02/22  10:00:00,8.66E-05,0,9.18E-05,8.14E-05,0.00011696,0,0
 02/22  11:00:00,6.99E-05,0,7.40E-05,6.57E-05,9.43E-05,0,0
 02/22  12:00:00,6.15E-05,0,6.51E-05,5.78E-05,8.30E-05,0,0
 02/22  13:00:00,4.94E-05,0,6.13E-05,4.64E-05,6.67E-05,7.57E-05,0
 02/22  14:00:00,9.50E-05,0,4.14E-05,3.68E-05,9.05E-05,5.99E-05,0
 02/22  15:00:00,8.57E-05,0,3.16E-05,5.97E-05,0.0001157,0,0
 02/22  16:00:00,8.20E-05,0,2.76E-05,7.70E-05,0.00011067,0,0
 02/22  17:00:00,2.98E-05,0,3.16E-05,2.80E-05,4.02E-05,0,0
 02/22  18:00:00,3.91E-05,0,0,3.68E-05,5.28E-05,5.99E-05,0
 02/22  19:00:00,4.94E-05,0,5.23E-05,1.30E-18,6.67E-05,7.57E-05,0
 02/22  20:00:00,5.78E-05,0,6.12E-05,5.43E-05,7.80E-05,8.85E-05,0
 02/22  21:00:00,6.71E-05,0,7.10E-05,0,8.67E-19,0.00010277,0
 02/22  22:00:00,0.00013135,0,7.99E-05,0.00012344,0.00017732,0.00011562,0
 02/22  23:00:00,0.00013973,0,8.88E-05,0.00013132,0.00018864,0,0
 02/22  24:00:00,0.00014905,0,0.00015788,0.00014008,0.00020122,0,0
 02/23  01:00:00,0.00016188,0.00010552,0.0001662,0.0001714,0.00012535,0,0
 02/23  02:00:00,0.00011522,0.00011607,0.00014364,0.00018854,0.00010834,0,0
 02/23  03:00:00,0.00018378,0.00018514,0.00022912,0.00030073,0.00017281,0,0
 02/23  04:00:00,0.00018949,0.00019089,0.00023624,0.00031008,0.00017818,0,0
 02/23  05:00:00,0.00019521,0.00019665,0.00024336,0.00031943,0.00018355,0,0
 02/23  06:00:00,0.00019902,0.00020049,0.00024811,0.00032566,0.00018713,0,0
 02/23  07:00:00,0.00020378,0.00020528,0.00025404,0.00033345,0.00019161,0.0001474,0
 02/23  08:00:00,0.00014664,0.00014773,8.67E-19,0.00023996,0.00013789,0.0001474,0
 02/23  09:00:00,0.00014093,0.00014197,0.00017569,0.00023061,0.00013251,0,0
 02/23  10:00:00,0.00013046,0.00017748,0.00016264,0.00021347,0.00012267,0,0
 02/23  11:00:00,0.00011617,0.00011703,0.00014483,0.0001901,0.00010923,0,0
 02/23  12:00:00,0.00010665,0.00010744,0.00013296,0.00017452,0.00010028,0,0
 02/23  13:00:00,0.00015426,0.0001554,0.00019231,0.00025243,0.00014505,9.76E-05,0
 02/23  14:00:00,0.0001476,0.00014869,0.000184,0.00024152,0.00013878,9.09E-05,0
 02/23  15:00:00,0.00014188,0.00014293,0.00017688,0.00023217,0.00013341,0.00025844,0
 02/23  16:00:00,0.00014093,0.00014197,0.00017569,0.00023061,0.00013251,0,0
 02/23  17:00:00,8.86E-05,8.92E-05,0.0001104,0.00014491,8.33E-05,0,0
 02/23  18:00:00,9.62E-05,9.69E-05,0.0001199,0.00015738,9.04E-05,9.67E-05,0
 02/23  19:00:00,0.00010665,8.67E-19,0.00013296,1.73E-18,0.00010028,0.0001072,0
 02/23  20:00:00,0.00011236,0,0.00014008,0,0.00010565,0.00011295,0
 02/23  21:00:00,0.00011808,0,0.0001472,0,1.73E-18,0.00011869,0
 02/23  22:00:00,0.00018092,0,0.00022555,0.00024931,0.00017012,0.00012443,0
 02/23  23:00:00,0.0001295,0.00013046,0.00016145,0.00021191,0.00012177,0,0
 02/23  24:00:00,0.00019235,0.00014771,0.0002398,0.00031476,0.00018086,0,0
 02/24  01:00:00,0.00015054,3.08E-05,0.00019408,0.00011414,0.00011111,-2.17E-19,0
 02/24  02:00:00,0.00021535,3.12E-05,0.00019677,0.00011573,0.00011266,0,0
 02/24  03:00:00,0.0002164,3.14E-05,0.00019812,0.00011652,0.00011343,0,0
 02/24  04:00:00,0.0002164,3.14E-05,0.00019812,0.00011652,0.00011343,0,0
 02/24  05:00:00,0.00021744,3.16E-05,0.00019947,0.00012124,0.0001605,0,0
 02/24  06:00:00,0.00021744,0,8.67E-19,0.00011731,0.00032408,0,0
 02/24  07:00:00,0.00021744,0,0,0.00011731,0.0001142,0.00014889,0
 02/24  08:00:00,0.00021744,0,0,0.00011731,0.0001142,0.00014889,0
 02/24  09:00:00,0.00014845,0,0.00019138,0.00011256,0.00010957,0,0
 02/24  10:00:00,0.00012754,0,0.00016443,9.67E-05,9.41E-05,0,0
 02/24  11:00:00,0.00010872,-5.42E-20,0.00014017,8.24E-05,8.02E-05,0,0
 02/24  12:00:00,0.00014531,0,0.00010647,6.26E-05,6.10E-05,0,0
 02/24  13:00:00,0.00013904,0,9.84E-05,5.79E-05,5.63E-05,7.34E-05,0
 02/24  14:00:00,0.00015263,0,0.00011591,0,0.00011266,8.65E-05,0
 02/24  15:00:00,0.0001589,4.49E-05,0.00068736,0.00037654,0.00011729,0.00027162,0
 02/24  16:00:00,0.00016726,0,0,0,0.00012346,0,0
 02/24  17:00:00,0.0001035,0,0,0,7.64E-05,0,0
 02/24  18:00:00,0.00010977,0,0,0,8.10E-05,0.00010563,0
 02/24  19:00:00,0.00011604,0,0.0001496,8.80E-05,8.56E-05,0.00011167,0
 02/24  20:00:00,0.00011918,0,0.00015365,0,8.80E-05,0.00011468,0
 02/24  21:00:00,0.00012336,0,0.00015904,0,0,0.00011871,0
